airline,reg,type,msn,age
Turkish Airlines,TC-JPN,Airbus A320-232,03558,17 years
Turkish Airlines,TC-JPP,Airbus A320-232,03603,17 years
Turkish Airlines,TC-JPR,Airbus A320-232,03654,17 years
Turkish Airlines,TC-JPS,Airbus A320-232,03718,17 years
Turkish Airlines,TC-JPT,Airbus A320-232,03719,17 years
Turkish Airlines,TC-JPZ,Airbus A320-232,03567,17 years
Turkish Airlines,TC-JTS,Airbus A320-232,07771,8 years
Turkish Airlines,TC-JTT,Airbus A320-232,07378,9 years
Turkish Airlines,TC-JTU,Airbus A320-232,07796,8 years
Turkish Airlines,TC-JTV,Airbus A320-232,04918,14 years
Turkish Airlines,TC-LBM,Airbus A320-232,05604,12 years
Turkish Airlines,TC-LBP,Airbus A320-232,06086,11 years
Turkish Airlines,TC-LBU,Airbus A320-232,05596,12 years
Turkish Airlines,TC-LBV,Airbus A320-232,05605,12 years
Turkish Airlines,TC-JMH,Airbus A321-231,03637,17 years
Turkish Airlines,TC-JMI,Airbus A321-231,03673,17 years
Turkish Airlines,TC-JMJ,Airbus A321-231,03688,17 years
Turkish Airlines,TC-JMK,Airbus A321-231,03738,17 years
Turkish Airlines,TC-JML,Airbus A321-231,03382,18 years
Turkish Airlines,TC-JMO,Airbus A321-231,5074,13 years
Turkish Airlines,TC-JMP,Airbus A321-231,05025,14 years
Turkish Airlines,TC-JRA,Airbus A321-231,02823,19 years
Turkish Airlines,TC-JRB,Airbus A321-231,02868,19 years
Turkish Airlines,TC-JRC,Airbus A321-231,02999,19 years
Turkish Airlines,TC-JRD,Airbus A321-231,03015,19 years
Turkish Airlines,TC-JRE,Airbus A321-231,03126,18 years
Turkish Airlines,TC-JRF,Airbus A321-231,03207,18 years
Turkish Airlines,TC-JRG,Airbus A321-231,03283,18 years
Turkish Airlines,TC-JRH,Airbus A321-231,03350,18 years
Turkish Airlines,TC-JRI,Airbus A321-231,03405,18 years
Turkish Airlines,TC-JRJ,Airbus A321-231,03429,17 years
Turkish Airlines,TC-JRK,Airbus A321-231,03525,17 years
Turkish Airlines,TC-JRL,Airbus A321-231,03539,17 years
Turkish Airlines,TC-JRM,Airbus A321-231,04643,14 years
Turkish Airlines,TC-JRN,Airbus A321-231,04654,14 years
Turkish Airlines,TC-JRO,Airbus A321-231,04682,14 years
Turkish Airlines,TC-JRP,Airbus A321-231,04698,14 years
Turkish Airlines,TC-JRR,Airbus A321-231,04706,14 years
Turkish Airlines,TC-JRS,Airbus A321-231,04761,14 years
Turkish Airlines,TC-JRT,Airbus A321-231,04779,14 years
Turkish Airlines,TC-JRU,Airbus A321-231,04788,14 years
Turkish Airlines,TC-JRV,Airbus A321-231,05077,13 years
Turkish Airlines,TC-JRY,Airbus A321-231,05083,13 years
Turkish Airlines,TC-JRZ,Airbus A321-231,05118,13 years
Turkish Airlines,TC-JSA,Airbus A321-231,05154,13 years
Turkish Airlines,TC-JSB,Airbus A321-231,05205,13 years
Turkish Airlines,TC-JSC,Airbus A321-231,05254,13 years
Turkish Airlines,TC-JSD,Airbus A321-231,05388,13 years
Turkish Airlines,TC-JSE,Airbus A321-231,05450,13 years
Turkish Airlines,TC-JSF,Airbus A321-231,05465,13 years
Turkish Airlines,TC-JSG,Airbus A321-231,05490,12 years
Turkish Airlines,TC-JSI,Airbus A321-231,05584,12 years
Turkish Airlines,TC-JSJ,Airbus A321-231,05633,12 years
Turkish Airlines,TC-JSK,Airbus A321-231,05663,12 years
Turkish Airlines,TC-JSL,Airbus A321-231,05667,12 years
Turkish Airlines,TC-JSM,Airbus A321-231,05689,12 years
Turkish Airlines,TC-JSN,Airbus A321-231,06508,10 years
Turkish Airlines,TC-JSO,Airbus A321-231,06563,10 years
Turkish Airlines,TC-JSP,Airbus A321-231,06599,10 years
Turkish Airlines,TC-JSR,Airbus A321-231,06652,10 years
Turkish Airlines,TC-JSS,Airbus A321-231,06657,10 years
Turkish Airlines,TC-JST,Airbus A321-231,06682,10 years
Turkish Airlines,TC-JSU,Airbus A321-231,06709,10 years
Turkish Airlines,TC-JSV,Airbus A321-231,06751,10 years
Turkish Airlines,TC-JSY,Airbus A321-231,06758,10 years
Turkish Airlines,TC-JSZ,Airbus A321-231,06766,10 years
Turkish Airlines,TC-JTA,Airbus A321-231,06781,10 years
Turkish Airlines,TC-JTD,Airbus A321-231,06822,10 years
Turkish Airlines,TC-JTE,Airbus A321-231,06869,10 years
Turkish Airlines,TC-JTF,Airbus A321-231,06987,10 years
Turkish Airlines,TC-JTG,Airbus A321-231,06990,10 years
Turkish Airlines,TC-JTH,Airbus A321-231,07029,9 years
Turkish Airlines,TC-JTI,Airbus A321-231,07089,9 years
Turkish Airlines,TC-JTJ,Airbus A321-231,07139,9 years
Turkish Airlines,TC-JTK,Airbus A321-231,07146,9 years
Turkish Airlines,TC-JTL,Airbus A321-231,07166,9 years
Turkish Airlines,TC-JTM,Airbus A321-231,07242,9 years
Turkish Airlines,TC-JTN,Airbus A321-231,07274,9 years
Turkish Airlines,TC-JTO,Airbus A321-231,07299,9 years
Turkish Airlines,TC-JTP,Airbus A321-231,07516,9 years
Turkish Airlines,TC-JTR,Airbus A321-231,07518,9 years
Turkish Airlines,TC-LBC,Airbus A321-231,06009,11 years
Turkish Airlines,TC-LBD,Airbus A321-231,06294,11 years
Turkish Airlines,TC-JCI,Airbus A330-243F,1442,12 years
Turkish Airlines,TC-JDO,Airbus A330-243F,1004,16 years
Turkish Airlines,TC-JDP,Airbus A330-243F,1092,14 years
Turkish Airlines,TC-JDR,Airbus A330-243F,1344,13 years
Turkish Airlines,TC-JDS,Airbus A330-243F,1418,12 years
Turkish Airlines,TC-JIO,Airbus A330-223,0869,18 years
Turkish Airlines,TC-JIP,Airbus A330-223,0876,18 years
Turkish Airlines,TC-JIR,Airbus A330-223,0949,17 years
Turkish Airlines,TC-JIS,Airbus A330-223,0961,17 years
Turkish Airlines,TC-JIT,Airbus A330-223,0977,17 years
Turkish Airlines,TC-JNA,Airbus A330-203,0697,20 years
Turkish Airlines,TC-JNB,Airbus A330-203,0704,20 years
Turkish Airlines,TC-JNC,Airbus A330-203,0742,19 years
Turkish Airlines,TC-JND,Airbus A330-203,0754,19 years
Turkish Airlines,TC-JNE,Airbus A330-203,0774,19 years
Turkish Airlines,TC-JOO,Airbus A330-223F,1164,14 years
Turkish Airlines,TC-JOU,Airbus A330-243F,1550,11 years
Turkish Airlines,TC-JOV,Airbus A330-243F,1722,9 years
Turkish Airlines,TC-JOY,Airbus A330-243F,1750,9 years
Turkish Airlines,TC-JOZ,Airbus A330-243F,1768,9 years
Turkish Airlines,TC-LOH,Airbus A330-223,1213,14 years
Turkish Airlines,TC-LOM,Airbus A330-243,1400,12 years
Turkish Airlines,TC-JNH,Airbus A330-343,1150,15 years
Turkish Airlines,TC-JNI,Airbus A330-343,1160,15 years
Turkish Airlines,TC-JNJ,Airbus A330-343,1170,15 years
Turkish Airlines,TC-JNK,Airbus A330-343,1172,15 years
Turkish Airlines,TC-JNL,Airbus A330-343,1204,15 years
Turkish Airlines,TC-JNM,Airbus A330-343,1212,14 years
Turkish Airlines,TC-JNN,Airbus A330-343,1228,14 years
Turkish Airlines,TC-JNO,Airbus A330-343,1298,13 years
Turkish Airlines,TC-JNP,Airbus A330-343,1307,13 years
Turkish Airlines,TC-JNR,Airbus A330-343,1311,13 years
Turkish Airlines,TC-JNS,Airbus A330-303,1458,12 years
Turkish Airlines,TC-JNT,Airbus A330-303,1476,12 years
Turkish Airlines,TC-JNZ,Airbus A330-303,1487,12 years
Turkish Airlines,TC-JOA,Airbus A330-303,1501,11 years
Turkish Airlines,TC-JOB,Airbus A330-303,1514,11 years
Turkish Airlines,TC-JOD,Airbus A330-303,1529,11 years
Turkish Airlines,TC-JOE,Airbus A330-303,1571,11 years
Turkish Airlines,TC-JOF,Airbus A330-303,1616,10 years
Turkish Airlines,TC-JOG,Airbus A330-303,1620,10 years
Turkish Airlines,TC-JOH,Airbus A330-303,1622,10 years
Turkish Airlines,TC-JOI,Airbus A330-303,1629,10 years
Turkish Airlines,TC-JOJ,Airbus A330-303,1640,10 years
Turkish Airlines,TC-JOK,Airbus A330-303,1642,10 years
Turkish Airlines,TC-JOL,Airbus A330-303,1644,10 years
Turkish Airlines,TC-LNC,Airbus A330-303,1696,10 years
Turkish Airlines,TC-LND,Airbus A330-303,1704,10 years
Turkish Airlines,TC-LNE,Airbus A330-303,1706,9 years
Turkish Airlines,TC-LNF,Airbus A330-303,1713,9 years
Turkish Airlines,TC-LNG,Airbus A330-303,1718,9 years
Turkish Airlines,TC-LOA,Airbus A330-343,1483,12 years
Turkish Airlines,TC-LOB,Airbus A330-343,1491,12 years
Turkish Airlines,TC-LOC,Airbus A330-343,1542,11 years
Turkish Airlines,TC-LOD,Airbus A330-343,1554,11 years
Turkish Airlines,TC-LOE,Airbus A330-343,1592,11 years
Turkish Airlines,TC-LOF,Airbus A330-343,1635,10 years
Turkish Airlines,TC-LOG,Airbus A330-343,1651,10 years
Turkish Airlines,TC-LON,Airbus A330-302,1370,13 years
Turkish Airlines,TC-LGA,Airbus A350-941,403,5 years
Turkish Airlines,TC-LGB,Airbus A350-941,421,5 years
Turkish Airlines,TC-LGC,Airbus A350-941,435,5 years
Turkish Airlines,TC-LGD,Airbus A350-941,442,5 years
Turkish Airlines,TC-LGE,Airbus A350-941,454,4 years
Turkish Airlines,TC-LGF,Airbus A350-941,496,4 years
Turkish Airlines,TC-LGG,Airbus A350-941,565,3 years
Turkish Airlines,TC-LGH,Airbus A350-941,596,3 years
Turkish Airlines,TC-LGI,Airbus A350-941,457,4 years
Turkish Airlines,TC-LGJ,Airbus A350-941,463,4 years
Turkish Airlines,TC-LGK,Airbus A350-941,471,3 years
Turkish Airlines,TC-LGL,Airbus A350-941,493,3 years
Turkish Airlines,TC-LGM,Airbus A350-941,618,2 years
Turkish Airlines,TC-LGN,Airbus A350-941,621,2 years
Turkish Airlines,TC-LGO,Airbus A350-941,638,2 years
Turkish Airlines,TC-LGP,Airbus A350-941,644,2 years
Turkish Airlines,TC-LGR,Airbus A350-941,651,2 years
Turkish Airlines,TC-LGS,Airbus A350-941,659,1 year
Turkish Airlines,TC-LGT,Airbus A350-941,667,1 year
Turkish Airlines,TC-LGU,Airbus A350-941,669,1 year
Turkish Airlines,TC-LGV,Airbus A350-941,675,1 year
Turkish Airlines,TC-LGY,Airbus A350-941,678,1 year
Turkish Airlines,TC-LGZ,Airbus A350-941,682,1 year
Turkish Airlines,TC-LHA,Airbus A350-941,688,1 year
Turkish Airlines,TC-LHB,Airbus A350-941,716,Brand new
Turkish Airlines,TC-LHC,Airbus A350-941,721,Brand new
Turkish Airlines,TC-LHD,Airbus A350-941,725,Brand new
Turkish Airlines,TC-LHE,Airbus A350-941,727,Brand new
Turkish Airlines,TC-LHF,Airbus A350-941,734,Brand new
Turkish Airlines,TC-LHG,Airbus A350-941,745,Brand new
Turkish Airlines,TC-LHH,Airbus A350-941,753,Brand new
Turkish Airlines,TC-LHI,Airbus A350-941,759,Brand new
Turkish Airlines,TC-LHJ,Airbus A350-941,766,Brand new
Turkish Airlines,TC-LCA,Boeing 737 MAX 8,60032,7 years
Turkish Airlines,TC-LCB,Boeing 737 MAX 8,60033,7 years
Turkish Airlines,TC-LCC,Boeing 737 MAX 8,60034,7 years
Turkish Airlines,TC-LCD,Boeing 737 MAX 8,60035,7 years
Turkish Airlines,TC-LCE,Boeing 737 MAX 8,60036,7 years
Turkish Airlines,TC-LCF,Boeing 737 MAX 8,60037,7 years
Turkish Airlines,TC-LCG,Boeing 737 MAX 8,60038,7 years
Turkish Airlines,TC-LCH,Boeing 737 MAX 8,60040,6 years
Turkish Airlines,TC-LCI,Boeing 737 MAX 8,60042,6 years
Turkish Airlines,TC-LCJ,Boeing 737 MAX 8,60052,7 years
Turkish Airlines,TC-LCK,Boeing 737 MAX 8,60053,7 years
Turkish Airlines,TC-LCL,Boeing 737 MAX 8,60054,7 years
Turkish Airlines,TC-LCM,Boeing 737 MAX 8,60055,6 years
Turkish Airlines,TC-LCN,Boeing 737 MAX 8,60056,6 years
Turkish Airlines,TC-LCO,Boeing 737 MAX 8,60057,6 years
Turkish Airlines,TC-LCP,Boeing 737 MAX 8,60058,6 years
Turkish Airlines,TC-LCR,Boeing 737 MAX 8,60059,6 years
Turkish Airlines,TC-LCS,Boeing 737 MAX 8,60060,6 years
Turkish Airlines,TC-LCT,Boeing 737 MAX 8,60061,6 years
Turkish Airlines,TC-LCU,Boeing 737 MAX 8,60068,4 years
Turkish Airlines,TC-LYA,Boeing 737 MAX 9,60062,7 years
Turkish Airlines,TC-LYB,Boeing 737 MAX 9,60063,6 years
Turkish Airlines,TC-LYC,Boeing 737 MAX 9,60064,6 years
Turkish Airlines,TC-LYD,Boeing 737 MAX 9,60065,6 years
Turkish Airlines,TC-LYE,Boeing 737 MAX 9,60066,6 years
Turkish Airlines,TC-JHK,Boeing 737-8F2,40975,14 years
Turkish Airlines,TC-JHL,Boeing 737-8F2,40976,14 years
Turkish Airlines,TC-JHM,Boeing 737-8F2,40980,13 years
Turkish Airlines,TC-JHN,Boeing 737-8F2,40981,13 years
Turkish Airlines,TC-JHO,Boeing 737-8F2,40987,13 years
Turkish Airlines,TC-JHP,Boeing 737-8F2,42000,13 years
Turkish Airlines,TC-JHR,Boeing 737-8F2,40989,12 years
Turkish Airlines,TC-JHS,Boeing 737-8F2,40991,12 years
Turkish Airlines,TC-JHT,Boeing 737-8F2,42001,12 years
Turkish Airlines,TC-JHU,Boeing 737-8F2,42002,12 years
Turkish Airlines,TC-JHV,Boeing 737-8F2,40992,12 years
Turkish Airlines,TC-JHY,Boeing 737-8F2,42003,11 years
Turkish Airlines,TC-JHZ,Boeing 737-8F2,42004,11 years
Turkish Airlines,TC-JVA,Boeing 737-8F2,40988,11 years
Turkish Airlines,TC-JVB,Boeing 737-8F2,40990,11 years
Turkish Airlines,TC-JVC,Boeing 737-8F2,42005,11 years
Turkish Airlines,TC-JVD,Boeing 737-8F2,42007,11 years
Turkish Airlines,TC-JVE,Boeing 737-8F2,42006,11 years
Turkish Airlines,TC-JVF,Boeing 737-8F2,42008,11 years
Turkish Airlines,TC-JVG,Boeing 737-8F2,42009,11 years
Turkish Airlines,TC-JVH,Boeing 737-8F2,60012,10 years
Turkish Airlines,TC-JVI,Boeing 737-8F2,60013,10 years
Turkish Airlines,TC-JVJ,Boeing 737-8F2,60015,10 years
Turkish Airlines,TC-JVK,Boeing 737-8F2,60014,9 years
Turkish Airlines,TC-JVL,Boeing 737-8F2,60017,9 years
Turkish Airlines,TC-JVM,Boeing 737-8F2,60016,9 years
Turkish Airlines,TC-JVN,Boeing 737-8F2,60018,9 years
Turkish Airlines,TC-JVO,Boeing 737-8F2,60031,9 years
Turkish Airlines,TC-JVP,Boeing 737-8F2,60019,9 years
Turkish Airlines,TC-JVR,Boeing 737-8F2,60030,9 years
Turkish Airlines,TC-JVS,Boeing 737-8F2,60021,9 years
Turkish Airlines,TC-JVT,Boeing 737-8F2,60020,9 years
Turkish Airlines,TC-JVU,Boeing 737-8F2,60022,9 years
Turkish Airlines,TC-JVV,Boeing 737-8F2,60023,9 years
Turkish Airlines,TC-JVY,Boeing 737-8F2,60024,9 years
Turkish Airlines,TC-JVZ,Boeing 737-8F2,60025,9 years
Turkish Airlines,TC-JZE,Boeing 737-8F2,60026,9 years
Turkish Airlines,TC-JZF,Boeing 737-8F2,60027,9 years
Turkish Airlines,TC-JZG,Boeing 737-8F2,60028,9 years
Turkish Airlines,TC-JZH,Boeing 737-8F2,60029,9 years
Turkish Airlines,TC-JYA,Boeing 737-9F2(ER),40973,14 years
Turkish Airlines,TC-JYB,Boeing 737-9F2(ER),40974,14 years
Turkish Airlines,TC-JYC,Boeing 737-9F2(ER),40977,13 years
Turkish Airlines,TC-JYD,Boeing 737-9F2(ER),40978,13 years
Turkish Airlines,TC-JYE,Boeing 737-9F2(ER),40979,13 years
Turkish Airlines,TC-JYF,Boeing 737-9F2(ER),40982,13 years
Turkish Airlines,TC-JYG,Boeing 737-9F2(ER),40983,13 years
Turkish Airlines,TC-JYH,Boeing 737-9F2(ER),40984,13 years
Turkish Airlines,TC-JYI,Boeing 737-9F2(ER),40985,13 years
Turkish Airlines,TC-JYJ,Boeing 737-9F2(ER),40986,13 years
Turkish Airlines,TC-JYL,Boeing 737-9F2(ER),42010,11 years
Turkish Airlines,TC-JYM,Boeing 737-9F2(ER),42011,10 years
Turkish Airlines,TC-JYN,Boeing 737-9F2(ER),42012,10 years
Turkish Airlines,TC-JYO,Boeing 737-9F2(ER),42013,10 years
Turkish Airlines,TC-JYP,Boeing 737-9F2(ER),42014,10 years
Turkish Airlines,TC-LJL,Boeing 777-FF2,60403,8 years
Turkish Airlines,TC-LJM,Boeing 777-FF2,60404,8 years
Turkish Airlines,TC-LJN,Boeing 777-FF2,65742,7 years
Turkish Airlines,TC-LJO,Boeing 777-F,65743,7 years
Turkish Airlines,TC-LJP,Boeing 777-F,65744,7 years
Turkish Airlines,TC-LJR,Boeing 777-F,66578,6 years
Turkish Airlines,TC-LJS,Boeing 777-F,66579,6 years
Turkish Airlines,TC-LJT,Boeing 777-F,66580,5 years
Turkish Airlines,TC-LJU,Boeing 777-F,70424,Brand new
Turkish Airlines,TC-LJV,Boeing 777-F,70425,Brand new
Turkish Airlines,TC-LJY,Boeing 777-F,70426,Brand new
Turkish Airlines,TC-LJZ,Boeing 777-F,70427,Brand new
Turkish Airlines,TC-JJE,Boeing 777-3F2(ER),40707,15 years
Turkish Airlines,TC-JJF,Boeing 777-3F2(ER),40708,15 years
Turkish Airlines,TC-JJG,Boeing 777-3F2(ER),40791,15 years
Turkish Airlines,TC-JJH,Boeing 777-3F2(ER),40792,15 years
Turkish Airlines,TC-JJI,Boeing 777-3F2(ER),40709,15 years
Turkish Airlines,TC-JJJ,Boeing 777-3F2(ER),40710,15 years
Turkish Airlines,TC-JJK,Boeing 777-3F2(ER),40711,15 years
Turkish Airlines,TC-JJL,Boeing 777-3F2(ER),40793,15 years
Turkish Airlines,TC-JJM,Boeing 777-3F2(ER),40794,14 years
Turkish Airlines,TC-JJN,Boeing 777-3F2(ER),40795,14 years
Turkish Airlines,TC-JJO,Boeing 777-3F2(ER),40796,14 years
Turkish Airlines,TC-JJP,Boeing 777-3F2(ER),40797,14 years
Turkish Airlines,TC-JJR,Boeing 777-3F2(ER),44116,11 years
Turkish Airlines,TC-JJS,Boeing 777-3F2(ER),44117,11 years
Turkish Airlines,TC-JJT,Boeing 777-3F2(ER),44118,11 years
Turkish Airlines,TC-JJU,Boeing 777-3F2(ER),60401,11 years
Turkish Airlines,TC-JJV,Boeing 777-3F2(ER),44119,11 years
Turkish Airlines,TC-JJY,Boeing 777-3F2(ER),44120,10 years
Turkish Airlines,TC-JJZ,Boeing 777-3F2(ER),44122,10 years
Turkish Airlines,TC-LJA,Boeing 777-3F2(ER),44121,10 years
Turkish Airlines,TC-LJB,Boeing 777-3F2(ER),44124,10 years
Turkish Airlines,TC-LJC,Boeing 777-3F2(ER),44123,10 years
Turkish Airlines,TC-LJD,Boeing 777-3F2(ER),44125,10 years
Turkish Airlines,TC-LJE,Boeing 777-3F2(ER),44126,10 years
Turkish Airlines,TC-LJF,Boeing 777-3F2(ER),44127,9 years
Turkish Airlines,TC-LJG,Boeing 777-3F2(ER),44128,9 years
Turkish Airlines,TC-LJH,Boeing 777-3F2(ER),44129,9 years
Turkish Airlines,TC-LJI,Boeing 777-3F2(ER),44130,9 years
Turkish Airlines,TC-LJJ,Boeing 777-3F2(ER),60405,9 years
Turkish Airlines,TC-LJK,Boeing 777-3F2(ER),60402,8 years
Turkish Airlines,TC-LKA,Boeing 777-36N(ER),41818,12 years
Turkish Airlines,TC-LKB,Boeing 777-36N(ER),41819,11 years
Turkish Airlines,TC-LKC,Boeing 777-3U8(ER),42097,11 years
Turkish Airlines,TC-LKF,Boeing 777-31H(ER),32714,18 years
Turkish Airlines,TC-LLA,Boeing 787-9 Dreamliner,65801,6 years
Turkish Airlines,TC-LLB,Boeing 787-9 Dreamliner,65802,6 years
Turkish Airlines,TC-LLC,Boeing 787-9 Dreamliner,65803,6 years
Turkish Airlines,TC-LLD,Boeing 787-9 Dreamliner,65804,6 years
Turkish Airlines,TC-LLE,Boeing 787-9 Dreamliner,65805,6 years
Turkish Airlines,TC-LLF,Boeing 787-9 Dreamliner,65806,6 years
Turkish Airlines,TC-LLG,Boeing 787-9 Dreamliner,65807,6 years
Turkish Airlines,TC-LLH,Boeing 787-9 Dreamliner,65808,6 years
Turkish Airlines,TC-LLI,Boeing 787-9 Dreamliner,65809,6 years
Turkish Airlines,TC-LLJ,Boeing 787-9 Dreamliner,65810,5 years
Turkish Airlines,TC-LLK,Boeing 787-9 Dreamliner,65811,5 years
Turkish Airlines,TC-LLM,Boeing 787-9 Dreamliner,65812,5 years
Turkish Airlines,TC-LLN,Boeing 787-9 Dreamliner,65813,5 years
Turkish Airlines,TC-LLO,Boeing 787-9 Dreamliner,65814,5 years
Turkish Airlines,TC-LLP,Boeing 787-9 Dreamliner,65815,5 years
Turkish Airlines,TC-LLR,Boeing 787-9 Dreamliner,65816,4 years
Turkish Airlines,TC-LLS,Boeing 787-9 Dreamliner,65817,4 years
Turkish Airlines,TC-LLT,Boeing 787-9 Dreamliner,65818,4 years
Turkish Airlines,TC-LLU,Boeing 787-9 Dreamliner,65819,3 years
Turkish Airlines,TC-LLV,Boeing 787-9 Dreamliner,65820,2 years
Turkish Airlines,TC-LLY,Boeing 787-9 Dreamliner,65821,2 years
Turkish Airlines,TC-LLZ,Boeing 787-9 Dreamliner,65822,2 years
Turkish Airlines,TC-LMB,Boeing 787-9 Dreamliner,65823,2 years
Turkish Airlines,TC-LMC,Boeing 787-9 Dreamliner,65824,Brand new
Turkish Airlines,TC-LMD,Boeing 787-9 Dreamliner,65825,Brand new
Turkish Airlines,TC-LME,Boeing 787-9 Dreamliner,68883,Brand new
Qatar Airways,A7-AJB,Airbus A321-251NX,12723,Brand new
Qatar Airways,A7-AJC,Airbus A321-251NX,12731,Brand new
Qatar Airways,A7-AJD,Airbus A321-251NX,12748,Brand new
Qatar Airways,A7-AJE,Airbus A321-251NX,12780,Brand new
Qatar Airways,A7-AJF,Airbus A321-251NX,12793,Brand new
Qatar Airways,A7-AJG,Airbus A321-251NX,12854,Brand new
Qatar Airways,A7-AHA,Airbus A320-232,04110,16 years
Qatar Airways,A7-AHB,Airbus A320-232,04130,16 years
Qatar Airways,A7-AHC,Airbus A320-232,04183,16 years
Qatar Airways,A7-AHD,Airbus A320-232,04436,15 years
Qatar Airways,A7-AHE,Airbus A320-232,04479,15 years
Qatar Airways,A7-AHG,Airbus A320-232,04615,14 years
Qatar Airways,A7-AHH,Airbus A320-232,04700,14 years
Qatar Airways,A7-AHI,Airbus A320-232,04754,14 years
Qatar Airways,A7-AHJ,Airbus A320-232,04784,14 years
Qatar Airways,A7-AHL,Airbus A320-232,04802,14 years
Qatar Airways,A7-AHO,Airbus A320-232,04810,14 years
Qatar Airways,A7-AHP,Airbus A320-232,04858,14 years
Qatar Airways,A7-AHQ,Airbus A320-232,04930,14 years
Qatar Airways,A7-AHR,Airbus A320-232,04968,14 years
Qatar Airways,A7-AHS,Airbus A320-232,05010,14 years
Qatar Airways,A7-AHT,Airbus A320-232,05078,13 years
Qatar Airways,A7-AHU,Airbus A320-232,05127,13 years
Qatar Airways,A7-AHW,Airbus A320-232,05217,13 years
Qatar Airways,A7-AHX,Airbus A320-232,05361,13 years
Qatar Airways,A7-AHY,Airbus A320-232,05395,13 years
Qatar Airways,A7-LAB,Airbus A320-214,06467,11 years
Qatar Airways,A7-LAC,Airbus A320-214,06494,10 years
Qatar Airways,A7-LAD,Airbus A320-214,06529,10 years
Qatar Airways,A7-LAE,Airbus A320-214,06622,10 years
Qatar Airways,A7-LAF,Airbus A320-214,06646,10 years
Qatar Airways,A7-LAG,Airbus A320-214,06717,10 years
Qatar Airways,A7-LAH,Airbus A320-214,06811,10 years
Qatar Airways,A7-ACM,Airbus A330-202,0849,18 years
Qatar Airways,A7-ACS,Airbus A330-202,0760,19 years
Qatar Airways,A7-ACT,Airbus A330-202,0820,19 years
Qatar Airways,A7-ACU,Airbus A330-243,1038,16 years
Qatar Airways,A7-ACW,Airbus A330-243,1120,15 years
Qatar Airways,A7-ACX,Airbus A330-243,1227,14 years
Qatar Airways,A7-AED,Airbus A330-302,0680,20 years
Qatar Airways,A7-AEE,Airbus A330-302,0711,20 years
Qatar Airways,A7-AEF,Airbus A330-302,0721,20 years
Qatar Airways,A7-AEG,Airbus A330-302,0734,19 years
Qatar Airways,A7-AEJ,Airbus A330-302,0826,18 years
Qatar Airways,A7-AEN,Airbus A330-302,0907,18 years
Qatar Airways,A7-AEO,Airbus A330-302,0918,17 years
Qatar Airways,A7-AEP,Airbus A330-343,1572,11 years
Qatar Airways,A7-AEQ,Airbus A330-343,1582,11 years
Qatar Airways,A7-AER,Airbus A330-343,1599,11 years
Qatar Airways,A7-ALA,Airbus A350-941,006,11 years
Qatar Airways,A7-ALB,Airbus A350-941,007,11 years
Qatar Airways,A7-ALC,Airbus A350-941,009,10 years
Qatar Airways,A7-ALD,Airbus A350-941,010,10 years
Qatar Airways,A7-ALE,Airbus A350-941,008,10 years
Qatar Airways,A7-ALF,Airbus A350-941,011,10 years
Qatar Airways,A7-ALG,Airbus A350-941,013,10 years
Qatar Airways,A7-ALH,Airbus A350-941,012,10 years
Qatar Airways,A7-ALI,Airbus A350-941,021,9 years
Qatar Airways,A7-ALJ,Airbus A350-941,025,9 years
Qatar Airways,A7-ALK,Airbus A350-941,033,9 years
Qatar Airways,A7-ALL,Airbus A350-941,036,9 years
Qatar Airways,A7-ALM,Airbus A350-941,042,9 years
Qatar Airways,A7-ALN,Airbus A350-941,047,9 years
Qatar Airways,A7-ALO,Airbus A350-941,063,8 years
Qatar Airways,A7-ALP,Airbus A350-941,069,8 years
Qatar Airways,A7-ALQ,Airbus A350-941,076,8 years
Qatar Airways,A7-ALR,Airbus A350-941,078,8 years
Qatar Airways,A7-ALS,Airbus A350-941,083,8 years
Qatar Airways,A7-ALT,Airbus A350-941,090,8 years
Qatar Airways,A7-ALU,Airbus A350-941,100,7 years
Qatar Airways,A7-ALV,Airbus A350-941,106,7 years
Qatar Airways,A7-ALW,Airbus A350-941,114,7 years
Qatar Airways,A7-ALX,Airbus A350-941,126,7 years
Qatar Airways,A7-ALY,Airbus A350-941,132,8 years
Qatar Airways,A7-ALZ,Airbus A350-941,143,7 years
Qatar Airways,A7-AME,Airbus A350-941,163,7 years
Qatar Airways,A7-AMF,Airbus A350-941,172,7 years
Qatar Airways,A7-AMG,Airbus A350-941,207,7 years
Qatar Airways,A7-AMH,Airbus A350-941,211,7 years
Qatar Airways,A7-AMI,Airbus A350-941,214,7 years
Qatar Airways,A7-AMJ,Airbus A350-941,237,6 years
Qatar Airways,A7-AMK,Airbus A350-941,249,6 years
Qatar Airways,A7-AML,Airbus A350-941,257,6 years
Qatar Airways,A7-ANA,Airbus A350-1041,088,8 years
Qatar Airways,A7-ANB,Airbus A350-1041,102,7 years
Qatar Airways,A7-ANC,Airbus A350-1041,110,7 years
Qatar Airways,A7-AND,Airbus A350-1041,125,7 years
Qatar Airways,A7-ANE,Airbus A350-1041,141,7 years
Qatar Airways,A7-ANF,Airbus A350-1041,161,7 years
Qatar Airways,A7-ANG,Airbus A350-1041,215,7 years
Qatar Airways,A7-ANH,Airbus A350-1041,229,6 years
Qatar Airways,A7-ANI,Airbus A350-1041,241,6 years
Qatar Airways,A7-ANJ,Airbus A350-1041,266,6 years
